temperature,humidity,co2,feed,age_week,daily_gain,survival_rate
21.28,55.5,725,1.405,4,0.963,94.04
22.46,62.3,1071,2.0,5,1.173,93.49
22.59,38.0,554,1.386,1,0.893,88.79
15.53,60.7,1087,1.031,2,0.712,84.41
16.42,64.0,937,0.526,4,0.79,86.04
24.3,64.0,1555,1.353,4,0.983,89.46
24.61,35.2,420,0.857,2,0.863,86.88
23.16,57.2,1553,1.449,2,1.004,89.47
22.72,46.2,747,1.172,0,0.836,90.83
29.23,54.5,1161,1.772,3,0.84,87.92
22.4,50.0,1580,1.033,3,0.853,90.46
25.61,57.7,1184,1.488,8,1.192,90.42
22.95,55.3,1031,1.499,2,0.92,93.98
21.17,40.8,416,0.894,3,0.884,92.05
27.31,55.8,925,0.97,5,0.947,90.26
25.38,52.5,913,1.473,2,1.042,89.08
23.18,76.0,1559,0.968,3,0.817,85.18
20.59,42.7,849,1.353,3,1.049,88.07
20.87,46.6,674,0.887,1,0.715,91.4
27.68,54.8,1640,1.429,5,1.031,86.24
20.76,58.7,799,1.231,4,1.041,91.06
20.85,43.1,705,0.975,0,0.883,90.69
23.52,63.1,3000,1.004,2,0.582,82.51
18.67,59.8,848,0.832,2,0.792,89.0
16.06,68.9,580,1.076,0,0.87,81.42
20.25,53.7,777,1.214,6,1.046,93.62
24.2,62.5,2084,1.309,3,0.854,86.9
25.03,62.9,1639,0.733,1,0.742,85.85
21.18,63.2,984,1.458,6,1.145,92.1
25.6,63.7,910,1.339,2,0.983,91.07
17.05,56.3,1092,1.158,7,1.053,88.2
22.53,78.3,1539,1.204,1,0.659,84.39
25.33,47.4,765,1.501,6,1.165,90.89
25.4,48.7,988,1.103,5,1.021,88.68
26.66,54.7,2607,1.401,3,0.67,81.1
24.49,69.4,2986,1.516,4,0.945,84.19
21.35,61.1,1826,1.222,4,0.773,90.22
22.15,51.7,804,1.131,6,1.104,94.96
21.28,56.1,629,1.318,6,1.084,94.53
26.87,52.9,1501,1.104,4,0.901,85.79
22.94,54.8,1007,1.244,3,1.002,92.52
21.27,72.1,3000,0.768,0,0.496,81.24
19.13,56.4,1069,1.23,4,1.021,91.35
23.59,47.0,787,1.086,0,0.856,90.05
18.52,47.0,820,1.084,4,1.009,88.3
16.48,45.2,664,0.4,4,0.868,87.48
16.53,67.7,560,1.4,8,1.02,85.31
15.18,67.4,400,1.208,3,0.663,83.74
22.39,45.8,1050,0.63,5,0.845,90.96
20.77,42.4,1204,0.993,7,0.96,89.75
25.66,44.2,915,1.143,6,0.988,91.45
23.31,55.6,922,1.108,6,1.006,92.5
22.01,51.2,676,0.928,0,0.867,91.57
19.75,71.4,968,1.346,0,0.762,87.8
23.7,52.0,796,1.171,2,0.971,90.95
15.63,69.2,834,0.976,1,0.786,83.79
17.59,60.8,1375,1.104,0,0.817,86.96
22.68,53.9,1284,1.273,0,0.893,91.36
23.64,43.9,476,1.04,4,1.002,90.08
17.08,65.9,1056,1.082,1,0.815,85.08
19.06,67.4,522,1.445,3,0.988,89.15
21.71,38.7,616,1.214,1,0.916,90.65
23.5,54.6,774,1.379,0,0.969,91.29
23.04,69.8,2203,1.27,3,0.878,86.24
20.09,53.7,949,0.823,4,0.839,92.38
28.4,49.1,746,0.781,4,0.783,86.26
21.82,63.6,852,1.385,3,0.958,91.64
19.8,52.9,473,1.666,4,1.126,92.37
23.93,48.2,606,1.043,5,1.035,91.77
20.44,47.9,752,1.196,6,1.059,90.39
23.06,60.4,1406,0.785,1,0.727,88.49
18.75,44.8,808,1.091,3,0.97,88.09
14.22,81.4,616,1.72,1,0.762,79.11
19.56,35.7,611,0.66,0,0.795,88.19
17.88,66.0,1094,1.615,2,1.073,90.57
22.66,42.0,650,0.908,4,0.967,88.42
25.05,62.1,916,1.475,3,1.043,89.68
21.03,49.0,608,1.585,4,1.171,92.38
22.52,52.0,2242,1.449,2,0.893,87.67
21.18,53.6,877,0.874,4,0.911,93.87
26.36,38.7,581,0.964,2,0.766,85.96
28.0,59.7,2116,1.108,2,0.651,81.39
17.64,66.2,994,1.461,3,0.988,86.88
21.57,57.0,1275,0.656,4,0.858,92.98
21.94,44.8,400,1.045,6,0.953,93.77
27.02,54.3,2638,1.126,5,0.743,83.58
20.65,51.1,590,0.466,5,0.875,92.27
20.08,48.8,449,1.005,6,1.053,94.45
28.28,33.7,811,0.797,5,0.766,84.5
22.86,48.1,863,0.942,6,1.012,93.77
23.64,60.1,401,1.157,7,1.049,92.56
25.98,33.8,706,0.717,6,0.799,87.09
22.73,47.0,825,0.4,0,0.683,90.76
22.11,63.1,503,1.046,5,1.017,91.38
17.65,60.8,765,1.571,3,1.063,87.6
21.49,63.7,616,1.08,2,0.867,90.74
21.58,63.6,1267,0.9,3,0.834,90.01
26.47,43.2,1036,1.054,3,0.941,84.98
17.11,72.7,668,1.419,2,0.948,84.94
20.12,68.3,1482,1.177,5,0.915,90.45
21.13,55.6,667,1.367,2,0.961,92.82
26.46,48.2,1083,1.356,3,0.905,85.91
21.11,55.5,1201,0.882,2,0.841,90.66
22.03,63.3,1014,1.67,3,1.046,91.68
21.29,53.9,509,0.797,2,0.882,91.67
25.41,51.8,889,1.502,7,1.179,91.69
25.77,43.6,779,1.647,4,1.03,89.78
21.2,62.6,1442,0.938,3,0.817,89.18
24.78,41.4,849,0.753,1,0.889,87.72
20.31,61.0,794,0.914,3,0.889,90.77
18.56,62.0,1249,1.044,3,0.828,87.08
23.12,34.4,813,1.943,4,0.949,89.54
21.64,62.5,1891,1.392,0,0.802,86.69
23.69,78.5,1981,0.867,3,0.762,82.0
18.16,70.1,638,1.144,1,0.821,83.88
20.36,70.8,1123,0.974,1,0.874,87.77
16.38,47.6,558,1.284,2,0.922,87.26
26.71,44.1,925,0.803,5,0.919,88.49
28.29,32.7,799,1.473,1,0.755,84.88
23.7,65.4,1263,1.326,7,1.02,89.68
27.85,49.5,988,0.891,5,0.858,88.23
17.88,56.0,721,0.899,3,0.931,88.58
29.69,47.4,1117,1.478,4,0.871,85.0
26.32,53.0,1058,0.625,0,0.699,89.06
16.49,63.3,429,1.449,4,1.047,87.45
21.27,47.4,943,0.814,1,0.744,92.56
25.57,55.5,1058,1.342,3,0.964,89.04
23.15,46.1,1817,0.882,6,0.852,88.96
21.43,63.3,1337,1.455,2,0.925,88.86
25.23,70.2,1347,1.217,2,0.855,85.71
20.96,72.4,791,0.89,6,0.895,91.18
23.87,74.0,1225,1.244,2,0.698,86.85
22.43,37.5,868,1.122,3,0.9,89.56
20.83,47.3,951,0.698,4,0.819,91.11
28.22,64.2,919,1.081,4,0.79,86.36
21.79,41.6,801,1.036,7,1.078,92.71
21.24,66.9,658,0.85,4,0.774,89.98
25.25,43.0,907,0.687,2,0.743,85.55
24.51,48.7,863,0.777,1,0.828,88.85
27.27,51.3,821,1.076,0,0.718,84.97
18.96,70.7,928,1.683,4,1.077,86.76
21.89,61.3,400,1.219,3,1.032,92.45
26.46,60.6,878,1.564,3,0.992,88.02
19.29,59.2,749,1.538,4,1.066,90.25
22.62,63.2,1658,1.359,6,0.878,93.43
23.83,55.1,1637,1.082,3,0.919,88.11
27.16,66.4,1576,1.08,6,0.919,87.2
24.4,56.1,956,1.238,3,1.06,91.01
20.01,57.9,918,0.971,5,0.973,91.6
25.87,61.2,1182,1.403,3,0.903,88.4
18.29,64.6,884,1.854,7,1.209,89.29
24.13,55.6,1121,0.832,0,0.77,88.99
19.38,56.7,400,0.938,2,0.914,92.01
21.35,49.1,678,1.582,5,1.138,91.26
20.32,55.7,805,0.854,1,0.847,91.21
25.03,48.4,645,1.116,3,1.005,89.71
16.08,59.5,912,1.161,8,1.112,90.18
25.75,65.9,3000,1.381,4,0.713,80.09
24.92,47.2,988,0.915,4,0.875,92.2
20.04,50.0,840,1.008,0,0.746,90.47
17.63,47.5,416,1.146,4,0.97,86.07
25.2,59.6,1834,1.327,4,0.88,85.02
25.3,61.2,1457,1.54,0,0.914,86.47
21.13,52.8,1263,1.529,1,0.944,89.57
26.23,40.1,589,1.043,2,0.824,86.93
17.32,65.2,1025,1.381,3,1.007,86.0
21.88,54.8,1693,0.4,0,0.632,88.62
22.02,44.5,671,1.024,2,0.888,90.67
22.19,60.9,930,0.995,2,0.964,93.08
21.98,38.2,783,0.893,5,0.968,88.92
23.77,64.9,830,1.066,0,0.814,90.23
19.88,68.9,1779,0.769,2,0.674,87.49
21.77,60.9,505,0.669,3,0.885,92.49
16.15,55.5,650,1.145,3,0.93,86.3
20.9,64.1,1103,0.927,3,0.808,91.12
23.15,70.7,1758,1.527,2,0.943,85.51
20.43,54.0,752,0.779,5,0.995,91.86
24.65,49.8,1250,1.172,5,1.053,91.75
17.97,57.0,694,1.239,2,1.031,88.26
14.5,50.8,488,1.003,6,1.03,84.67
23.75,54.3,989,1.448,2,1.077,91.68
21.58,44.8,1243,1.151,2,0.901,90.02
21.66,60.2,881,0.962,2,0.882,93.64
23.02,50.7,749,0.707,3,0.794,91.91
21.46,52.3,890,1.301,5,1.067,93.56
23.66,51.3,757,0.806,1,0.852,91.1
22.06,47.3,813,0.783,0,0.786,91.59
24.46,48.4,683,0.794,3,0.802,90.37
26.12,47.7,957,1.445,0,0.882,87.1
27.9,73.7,679,1.26,2,0.602,83.88
21.21,51.6,1091,1.032,1,0.813,90.79
21.48,60.4,612,0.643,6,0.945,94.44
20.07,55.3,682,1.243,7,1.138,93.34
23.74,38.8,443,0.959,2,0.918,89.7
16.83,67.2,526,1.536,7,1.207,89.52
21.26,59.9,586,1.31,2,0.972,91.46
18.74,54.9,603,0.966,5,0.999,93.32
19.64,73.8,656,1.639,2,0.974,86.31
22.0,50.3,723,1.322,6,1.137,93.88
25.57,48.1,1083,0.886,1,0.822,88.04
18.56,53.6,764,0.48,2,0.837,90.1
26.55,62.1,1119,0.783,3,0.64,87.11
15.05,71.5,703,1.618,0,0.853,83.46
24.75,51.7,900,0.723,4,0.911,91.13
24.03,70.6,2028,1.001,1,0.676,88.09
17.89,72.7,703,1.564,5,0.901,86.86
22.99,51.2,1154,1.085,2,0.893,90.24
24.09,51.9,722,1.303,3,0.987,90.84
23.47,49.4,565,1.626,7,1.258,93.46
24.65,49.0,860,1.524,3,1.072,90.51
20.1,74.7,1121,1.677,1,0.835,86.97
23.55,73.8,1434,1.117,1,0.609,84.49
25.25,44.8,896,0.739,6,0.955,91.02
25.46,51.8,691,1.603,3,1.083,91.42
18.68,40.7,430,0.577,1,0.725,86.93
24.23,49.5,1083,0.889,3,0.909,91.72
27.76,46.8,1324,0.676,5,0.735,86.84
20.57,66.4,962,1.309,5,1.082,93.71
20.64,66.7,764,1.369,3,1.045,90.93
23.05,49.7,892,0.774,3,0.804,92.09
22.13,49.7,805,1.121,2,0.882,93.27
21.61,45.6,1799,1.34,4,1.062,88.52
25.52,32.9,400,0.974,0,0.819,85.37
21.29,57.6,1278,0.752,3,0.771,92.93
22.04,58.3,788,1.53,3,1.004,94.14
27.32,42.9,1370,1.095,2,0.781,83.83
23.9,50.5,400,0.4,4,0.774,91.78
25.69,70.2,1524,0.828,2,0.644,85.87
22.03,45.2,1410,1.702,5,1.052,92.16
21.97,42.5,1283,1.052,2,0.839,90.93
23.44,48.1,924,0.663,5,0.946,92.27
21.69,66.5,1010,1.104,1,0.949,89.32
24.28,44.6,720,1.095,3,0.919,88.92
16.88,57.0,894,0.918,2,0.796,88.2
22.49,53.4,609,1.103,5,1.041,94.8
18.85,54.0,421,1.35,3,1.093,91.09
19.45,58.0,506,0.788,0,0.781,89.05
18.8,70.8,735,1.268,2,0.964,86.9
24.28,43.2,856,1.098,8,1.039,90.0
23.89,47.7,1160,1.719,1,0.972,87.45
19.47,54.8,644,0.973,0,0.797,90.25
26.21,37.7,805,1.399,3,0.948,88.13
19.06,44.4,554,0.798,3,0.861,88.95
17.8,66.4,873,1.144,6,1.047,90.85
20.69,49.1,598,1.009,3,1.012,91.43
19.51,37.5,443,1.11,3,0.895,88.0
25.6,70.9,2065,1.611,5,0.716,81.77
27.13,68.6,2363,1.419,3,0.634,79.96
21.88,51.8,1066,0.865,2,0.863,91.35
14.93,77.6,779,1.234,6,0.908,79.95
22.9,68.2,762,1.89,6,1.116,90.22
22.63,68.3,770,1.091,6,1.087,92.16
16.4,65.1,909,1.641,1,0.93,84.23
26.83,45.6,884,0.771,0,0.697,85.17
23.21,43.2,1041,0.863,0,0.723,89.32
20.42,59.6,792,1.111,4,0.928,90.7
25.25,49.3,678,1.157,4,1.011,89.96
17.62,50.0,463,0.97,1,0.871,88.29
24.12,37.7,413,0.981,3,0.824,89.66
17.64,52.8,551,0.922,3,0.908,89.38
20.02,71.0,1275,0.892,3,0.79,87.43
22.37,66.5,909,1.385,3,0.953,90.7
26.47,63.8,1548,1.115,4,0.765,85.53
21.46,71.7,1220,1.039,2,0.835,91.5
18.36,63.4,601,1.421,1,0.954,87.99
22.38,65.8,497,1.773,3,1.013,91.49
22.42,60.2,1345,1.198,5,0.952,92.54
23.56,70.8,1637,1.758,6,1.01,88.05
16.58,84.8,871,1.597,4,0.985,83.2
25.18,45.7,1193,1.022,6,0.984,88.72
23.32,63.0,500,1.152,4,0.979,91.15
22.67,63.7,964,1.163,5,1.017,93.38
15.16,66.4,615,0.789,3,0.847,81.61
25.68,62.0,1251,1.438,5,1.047,88.9
21.74,48.5,615,1.327,3,1.027,92.2
18.86,41.3,774,0.831,3,0.897,85.74
25.72,39.2,850,1.037,4,0.897,86.0
25.72,39.0,1070,1.383,3,0.951,86.27
21.59,59.4,1083,1.28,4,0.99,92.72
19.05,67.0,1438,1.149,0,0.683,86.58
21.66,57.2,592,1.012,0,0.867,92.83
23.82,55.1,545,1.25,3,1.016,90.94
23.55,49.9,670,0.883,2,0.869,91.38
22.06,56.4,862,0.984,2,0.942,94.06
29.52,41.3,940,2.0,5,0.89,84.23
17.86,66.6,596,1.372,3,0.894,87.93
20.68,71.7,1392,1.429,4,0.898,84.74
20.67,62.0,1485,1.134,7,0.929,89.66
24.55,54.9,1177,1.171,1,0.901,90.93
21.73,57.4,788,1.211,3,0.963,93.21
24.32,59.5,1221,0.742,6,0.969,93.03
21.57,54.6,761,0.953,6,1.057,93.82
26.16,55.8,1164,1.343,3,0.903,90.26
21.43,58.7,785,1.188,4,0.985,92.73
23.81,47.5,1160,0.817,2,0.844,90.32
20.41,45.9,1005,0.743,1,0.827,89.16
25.77,46.3,921,0.819,4,0.77,88.78
24.54,60.0,1442,1.169,2,0.902,88.75
19.56,69.5,1337,0.911,3,0.661,86.1
21.1,44.8,750,0.922,1,0.814,91.2
17.56,43.6,467,0.975,1,0.89,85.93
23.95,52.7,1228,1.055,1,0.991,89.83
22.34,42.5,897,0.77,4,0.86,88.6
20.98,66.1,674,0.945,3,0.824,90.46
25.51,68.2,1484,1.743,3,0.881,87.74
25.3,43.1,1060,0.4,0,0.64,87.31
23.4,41.1,900,1.326,2,0.909,90.59
19.09,52.8,491,1.035,3,0.912,90.61
21.08,72.0,881,1.576,2,0.931,91.98
22.22,66.3,1734,1.009,4,0.867,89.64
23.26,48.7,1104,1.634,5,1.088,90.98
23.7,60.1,636,1.298,1,0.919,91.2
20.23,77.4,1099,0.95,5,0.801,89.65
19.16,53.0,1151,1.051,0,0.809,89.2
23.63,49.8,1642,0.902,5,0.838,89.09
27.33,42.3,949,1.238,1,0.768,85.25
22.81,52.1,821,1.117,3,0.993,93.87
22.49,48.8,671,1.054,3,0.939,92.83
20.68,59.2,446,0.907,2,0.817,90.32
19.43,72.9,1062,1.189,2,0.924,85.78
21.95,43.3,676,0.778,2,0.848,90.66
14.32,50.5,857,1.206,6,0.894,85.18
26.16,58.0,1064,0.867,5,0.882,87.01
22.19,79.0,1240,1.787,3,0.856,91.91
26.01,68.1,1021,1.076,1,0.787,84.64
18.31,64.5,776,1.107,4,0.951,87.77
16.43,72.1,741,1.256,4,0.909,81.86
26.11,50.6,488,1.182,3,0.938,89.6
18.9,59.0,684,0.682,4,0.831,90.31
20.31,52.5,642,1.439,3,1.106,91.55
22.24,50.5,1004,1.478,5,1.128,93.22
24.06,59.2,661,0.903,2,0.856,91.17
19.82,46.5,400,0.663,2,0.82,89.25
21.79,47.5,795,0.938,5,1.017,91.45
21.52,62.1,1075,0.705,2,0.799,89.87
18.29,57.0,547,1.181,1,0.988,87.84
22.04,60.5,1413,0.885,3,0.993,91.56
22.55,69.5,696,0.915,8,1.004,93.96
21.18,37.4,491,0.4,2,0.675,91.37
24.43,44.1,725,1.368,0,0.87,86.42
18.04,56.1,527,0.974,0,0.755,88.92
22.64,53.0,1117,1.153,3,1.002,91.76
17.66,63.4,690,1.031,5,0.96,91.57
19.84,69.9,1777,1.335,1,0.871,87.46
15.44,70.9,808,0.854,5,0.895,87.43
19.42,53.0,889,0.722,2,0.787,91.24
25.27,54.3,1785,1.46,3,0.895,87.86
14.99,50.1,683,0.519,2,0.785,84.68
23.02,68.4,993,0.984,3,0.862,89.25
23.05,52.6,1380,0.855,3,0.814,90.04
23.34,50.0,1237,1.131,5,0.94,91.97
22.58,58.2,780,0.942,5,0.98,94.98
23.91,43.5,886,0.4,1,0.772,88.6
24.88,51.4,1071,0.4,1,0.733,88.24
23.01,58.7,1490,1.053,3,0.894,88.64
18.0,56.4,435,0.522,0,0.794,88.53
26.53,48.6,1182,0.98,0,0.823,87.25
24.81,31.6,571,1.035,3,0.898,88.49
19.82,39.0,425,0.796,1,0.941,89.58
24.91,40.8,945,1.125,5,0.966,89.33
21.6,63.0,952,1.257,0,0.934,90.88
14.09,65.3,749,1.17,2,0.779,84.91
26.47,46.8,1230,1.297,7,1.079,86.64
21.05,49.5,430,1.544,4,1.085,92.08
23.36,84.0,1918,0.845,2,0.66,87.23
19.08,53.6,617,0.887,0,0.917,88.64
26.78,53.9,1120,1.386,4,1.022,88.32
22.83,60.9,1119,1.331,5,1.067,92.77
22.49,52.5,1590,0.935,4,0.835,91.23
23.24,48.1,633,0.995,2,0.909,92.07
17.63,52.3,704,1.402,5,1.048,90.93
14.2,67.7,542,1.188,3,0.886,83.84
21.42,54.5,850,1.488,4,1.122,95.01
25.26,61.4,1631,0.632,4,0.765,85.99
20.63,63.1,658,0.776,6,1.032,92.12
19.13,68.5,995,0.99,3,0.958,91.35
18.1,58.1,484,0.958,5,0.995,91.64
22.76,40.0,992,1.037,2,0.893,87.94
24.24,51.5,630,1.677,4,1.08,91.43
21.76,51.3,1295,0.911,0,0.765,90.74
19.96,69.5,1410,1.045,6,0.85,89.14
24.24,50.5,906,1.212,2,0.932,91.5
22.01,58.0,501,1.078,2,0.925,94.66
25.08,34.6,656,0.922,5,0.811,87.58
21.87,72.5,1590,1.038,3,0.839,90.23
20.94,64.2,598,0.896,4,0.968,92.27
25.68,30.6,1240,0.992,0,0.702,82.85
14.0,47.7,423,0.931,4,0.674,82.2
20.35,45.6,578,1.056,3,0.925,91.53
19.63,65.7,738,0.862,2,0.77,89.75
25.22,51.0,799,1.41,8,1.16,92.18
22.63,66.4,1724,0.962,3,0.895,86.79
18.15,56.2,558,0.943,1,0.768,90.49
21.14,60.9,905,0.562,1,0.72,91.4
17.44,61.2,897,1.133,2,0.948,86.45
22.74,49.8,557,1.323,5,1.052,92.1
24.85,46.7,1468,0.944,4,0.833,88.67
20.47,54.1,400,1.018,3,1.026,92.9
20.77,73.0,743,1.004,1,0.828,87.72
20.31,66.4,1742,0.897,1,0.784,87.05
18.53,70.5,1455,1.07,0,0.773,85.27
18.08,59.9,931,0.449,2,0.766,88.51
26.85,48.8,1970,1.313,1,0.855,81.97
21.12,54.5,584,0.812,6,1.059,95.1
19.07,67.9,793,1.111,4,0.857,89.86
20.2,62.0,416,1.261,0,0.902,90.15
21.32,63.8,1284,0.734,0,0.71,88.1
19.93,58.5,400,1.109,4,0.98,90.56
21.15,60.8,1030,0.949,0,0.854,90.52
22.4,45.4,621,1.216,6,1.078,93.98
21.89,60.5,570,1.212,3,1.069,93.84
25.69,46.7,904,1.432,3,1.055,89.1
18.67,82.5,793,1.16,4,0.987,84.52
22.8,52.5,846,1.034,1,0.835,91.36
28.45,47.5,1524,1.049,2,0.665,82.99
20.63,41.1,596,0.908,5,0.903,90.71
18.41,52.4,477,1.48,2,1.083,90.22
23.69,63.0,1108,0.749,0,0.69,88.28
24.58,40.6,954,1.106,4,0.891,88.19
23.41,44.8,565,1.302,2,0.911,92.33
14.0,68.2,442,1.194,6,1.096,86.49
22.05,64.6,1145,1.606,2,0.97,89.88
21.98,61.5,944,1.469,3,1.058,94.12
28.21,70.4,2035,1.404,6,0.533,79.02
18.44,45.3,951,1.078,3,0.973,87.69
22.03,31.9,546,0.788,4,0.726,89.43
24.99,58.1,1358,0.704,4,0.793,89.01
23.89,65.5,2788,0.639,2,0.531,84.23
19.77,58.5,830,1.015,5,1.01,91.93
18.7,47.7,425,0.933,0,0.79,88.46
21.85,53.5,642,1.361,3,1.091,93.42
25.19,50.5,1018,0.958,3,0.923,89.72
24.14,49.2,1139,0.858,4,0.866,90.34
20.26,64.7,980,1.565,1,1.014,87.65
17.57,52.7,400,0.641,4,0.851,89.68
21.99,50.4,712,0.91,6,0.984,94.54
19.79,44.0,856,0.953,7,1.063,90.4
20.42,64.5,1457,0.949,1,0.631,87.23
24.22,58.7,655,0.829,0,0.837,89.49
23.79,51.0,886,0.61,0,0.714,90.03
20.57,49.7,774,1.231,8,1.117,94.99
21.94,65.8,799,0.658,2,0.891,93.97
17.21,59.1,521,0.485,6,0.855,86.92
20.39,40.5,867,0.793,5,0.956,90.94
19.8,51.6,830,1.228,5,1.065,92.68
21.73,60.3,1297,1.167,3,0.949,91.22
17.66,64.4,811,0.957,5,0.939,89.37
17.72,74.5,958,1.215,2,0.831,87.85
17.0,57.8,767,1.24,3,1.036,86.91
15.42,45.6,1055,0.625,5,0.84,85.51
19.2,55.6,954,0.814,6,0.947,93.72
22.23,59.3,894,1.318,6,1.057,93.25
21.61,72.1,953,1.397,4,0.943,90.38
18.79,59.7,793,0.824,3,0.935,89.37
22.44,53.9,886,1.076,2,0.969,93.99
22.42,48.4,2255,0.628,1,0.671,88.68
20.48,76.0,726,1.307,4,0.836,89.01
23.0,66.1,1884,1.009,3,0.848,87.48
16.41,60.6,505,1.003,0,0.859,84.04
23.21,37.6,748,0.682,1,0.761,90.5
25.46,57.8,1860,1.604,2,1.032,85.6
26.5,37.1,1163,0.933,1,0.63,83.7
23.84,62.6,1666,1.207,3,0.929,89.27
23.58,56.6,1270,1.181,5,0.95,91.84
17.12,57.8,401,1.146,6,1.085,90.35
20.58,57.4,1140,0.469,1,0.741,91.09
23.09,30.0,400,1.337,5,1.129,89.14
23.12,62.6,1215,1.307,3,0.985,90.7
22.35,48.6,1324,1.512,6,1.077,91.02
20.78,46.8,1156,1.195,4,0.946,90.55
20.1,60.7,582,1.299,6,1.09,93.08
26.89,57.8,781,1.253,7,1.033,88.94
19.39,56.6,1331,1.236,8,1.16,90.76
19.8,47.2,1070,0.67,2,0.851,88.32
21.8,65.2,1357,1.265,2,0.802,90.15
25.65,85.0,2929,1.313,0,0.45,79.91
20.09,54.5,639,1.075,6,1.051,93.64
25.74,50.3,672,1.542,3,1.008,87.21
16.82,66.2,1153,0.4,0,0.619,85.1
21.67,62.4,829,0.886,4,0.99,92.34
20.6,61.4,603,0.722,4,0.93,92.22
22.76,63.3,903,0.915,5,1.014,92.34
17.43,70.9,1467,1.34,2,0.794,82.08
19.55,55.0,465,0.8,4,0.921,91.85
23.95,43.2,1068,1.204,6,0.986,89.77
23.71,63.8,1429,1.442,1,0.918,88.31
21.63,54.9,799,1.229,4,1.04,93.47
23.18,52.3,701,1.439,4,1.118,91.87
18.94,55.7,400,1.095,3,1.016,91.29
20.28,71.8,704,1.368,8,1.155,92.61
25.23,52.0,688,0.743,2,0.802,90.13
19.94,49.8,627,1.026,4,0.921,90.76
18.29,51.5,616,0.981,7,1.076,90.42
22.7,38.8,819,1.2,3,1.029,89.3
18.36,75.1,679,1.341,4,0.963,88.08
23.8,70.0,1666,1.012,5,0.746,85.88
20.11,58.2,513,0.799,3,0.973,92.19
23.1,37.6,848,0.796,5,0.924,91.18
20.94,45.0,716,0.774,5,0.932,93.11
22.0,53.5,1097,0.789,0,0.716,93.01
23.23,43.3,518,1.331,4,1.027,91.52
18.24,52.1,468,1.575,5,1.156,89.11
20.74,61.6,557,0.928,3,0.934,92.03
23.36,52.9,1044,1.13,3,0.918,91.89
21.11,51.6,869,1.193,4,1.009,92.64
18.46,48.3,727,1.456,4,1.051,90.56
20.76,58.2,569,1.498,4,1.161,92.48
19.99,55.1,643,1.468,3,1.093,91.56
22.47,60.2,771,1.194,4,0.996,93.96
17.34,61.3,725,1.102,3,0.886,87.42
22.78,67.3,761,1.074,4,0.96,90.57
23.44,58.2,3000,1.278,5,0.814,83.43
21.08,46.2,636,1.267,4,1.002,91.02
23.21,51.9,800,1.055,4,0.938,92.06
24.52,43.2,1146,0.884,4,0.823,89.38
21.42,70.6,987,1.213,4,0.951,89.0
19.38,56.5,699,0.922,2,0.88,89.13
25.34,46.4,1195,1.196,0,0.965,86.94
23.56,40.0,962,0.903,3,0.894,88.44
18.12,59.4,1068,0.815,1,0.756,87.64
23.36,58.5,417,1.76,5,1.076,93.84
24.09,51.9,483,1.339,2,1.011,90.93
23.63,51.5,1032,0.876,4,0.898,93.01
18.43,79.7,2624,1.605,6,0.991,80.33
21.75,66.5,1056,0.685,5,0.872,93.18
25.39,51.9,670,0.975,0,0.748,88.19
24.84,37.1,873,0.813,0,0.683,86.46
22.72,51.2,1211,0.709,1,0.735,89.84
14.84,39.8,827,1.537,4,0.987,82.43
19.53,54.2,1045,0.9,3,0.845,90.6
21.96,49.5,663,1.171,1,0.927,91.17
23.36,49.3,932,1.503,3,0.992,91.6
24.76,35.3,630,1.072,7,1.02,88.4
16.12,59.0,1132,0.786,2,0.786,85.99
23.0,56.0,1780,1.229,6,1.069,89.41
20.92,48.7,683,0.721,3,0.875,92.36
20.84,49.5,907,0.718,4,0.852,93.67
20.56,67.4,885,1.322,4,1.081,92.44
24.23,54.2,548,1.446,3,1.044,93.11
24.37,59.7,859,0.89,4,0.968,91.09
21.09,64.8,949,1.432,4,1.002,91.06
22.86,50.7,962,1.444,3,1.039,92.59
23.59,54.1,1035,1.626,6,1.103,92.78
22.24,56.9,725,1.069,4,1.0,92.57
24.55,60.1,772,1.458,3,1.086,91.03
19.04,70.4,1712,1.181,4,0.825,85.0
24.3,66.6,1724,0.775,6,0.805,85.33
25.2,47.4,656,1.275,3,1.007,88.69
22.99,61.4,873,0.816,3,0.842,91.64
20.4,57.7,509,1.033,4,0.917,92.3
23.82,45.9,550,1.107,4,0.997,90.79
23.22,49.0,980,1.533,4,1.07,93.06
17.1,61.1,1573,0.652,3,0.735,83.59
21.32,56.5,952,1.431,4,1.085,93.24
25.83,50.7,943,0.94,0,0.822,86.92
22.83,74.2,1620,1.385,2,0.826,88.99
21.27,65.1,2223,1.545,5,0.875,86.57
22.11,56.9,705,0.691,0,0.747,92.22
22.15,52.0,492,1.098,2,0.958,93.89
18.48,54.3,619,0.872,5,0.974,92.06
16.29,40.5,467,0.994,4,0.847,87.45
20.38,47.5,699,0.918,6,0.965,90.61
21.03,55.3,2176,0.998,4,0.869,89.69
23.94,60.5,1269,1.201,3,0.93,89.96
20.27,59.6,1888,1.427,4,1.01,88.26
24.57,44.4,797,1.376,6,1.144,90.53
19.69,52.2,1678,1.058,7,0.97,91.52
22.62,56.9,865,1.398,6,1.162,95.21
18.89,54.2,1017,1.005,2,0.896,90.61
25.03,63.2,1084,1.242,1,0.905,88.02
19.31,58.4,809,0.792,1,0.739,91.58
18.8,62.1,400,0.812,0,0.748,87.7
23.26,36.5,703,1.527,7,1.077,88.45
