temperature,humidity,co2,feed,age_week,survival_rate,daily_gain
18.29,65.33,1858,1.603,7,72.83,51.68
29.56,53.75,1319,0.641,3,64.16,40.0
30.24,42.43,1474,0.733,1,60.0,40.0
14.19,56.42,927,0.466,3,60.67,40.0
21.16,38.96,1259,0.61,4,60.0,40.0
19.63,66.69,861,0.498,4,69.92,55.21
21.79,63.32,937,0.486,2,85.02,87.28
23.09,74.55,1954,1.299,1,60.0,40.0
12.41,54.72,1180,0.523,7,60.0,40.0
28.84,45.33,1904,1.08,7,60.0,40.0
31.47,76.0,1358,1.535,2,60.0,40.0
25.07,68.0,713,0.424,8,62.23,40.0
25.21,68.87,1178,1.422,9,60.7,40.0
22.56,59.04,853,1.611,9,94.19,112.72
18.69,78.18,1710,1.259,2,60.0,40.0
14.98,42.53,2058,1.161,4,60.0,40.0
23.68,52.09,1821,1.569,1,86.54,95.06
12.9,73.79,1846,1.248,1,60.0,40.0
28.49,37.31,1979,1.215,8,60.0,40.0
20.42,74.45,1843,1.683,9,60.0,40.0
20.3,49.39,1510,1.74,2,85.09,90.03
18.54,36.9,1743,0.989,5,60.0,40.0
31.39,34.35,1266,1.065,1,60.0,40.0
15.5,76.37,713,1.681,8,60.0,40.0
15.03,72.82,1729,1.272,5,60.0,40.0
15.31,45.84,1755,1.499,3,60.0,40.0
25.17,36.4,958,0.52,9,60.0,40.0
31.84,43.6,2126,0.553,2,60.0,40.0
16.71,41.71,684,1.251,3,60.0,40.0
30.11,70.32,1778,1.711,7,60.0,40.0
17.57,41.86,2150,0.906,4,60.0,40.0
24.96,41.89,1095,1.937,7,63.11,41.36
12.81,31.77,2060,1.617,3,60.0,40.0
21.91,62.83,1922,1.651,6,83.49,85.26
25.09,67.89,1791,1.734,6,62.18,44.31
22.73,65.94,2126,0.807,1,73.69,66.39
16.76,61.27,1646,0.929,3,72.96,62.15
28.57,83.13,1392,0.589,3,60.0,40.0
31.4,56.0,1681,1.009,6,60.0,40.0
21.18,77.31,1259,0.457,4,60.0,40.0
24.72,65.53,1120,1.602,5,72.17,63.26
27.81,34.63,732,1.684,2,60.0,40.0
16.83,74.55,1205,0.742,9,60.0,40.0
29.29,62.14,1885,1.184,7,60.0,40.0
17.6,65.94,2113,1.475,7,65.61,44.89
27.52,39.91,2160,1.588,3,60.0,40.0
14.24,54.06,930,1.951,7,62.04,40.0
17.77,78.43,1514,0.721,3,60.0,40.0
22.67,41.85,1521,0.795,5,65.56,44.58
22.5,30.01,882,1.766,3,60.0,40.0
29.01,44.16,1531,0.556,3,60.0,40.0
31.92,56.81,1180,1.657,6,60.0,40.0
14.14,75.17,2108,0.613,3,60.0,40.0
17.43,65.38,1008,1.143,7,68.5,50.85
19.15,80.55,1936,1.348,5,60.0,40.0
21.58,55.06,2035,1.629,9,94.39,108.19
21.88,51.49,1777,0.583,2,89.43,103.09
29.12,42.73,943,1.718,9,60.0,40.0
27.41,41.99,1017,1.761,2,60.0,40.0
12.38,70.49,2154,1.67,5,60.0,40.0
21.1,34.42,721,1.9,4,60.0,40.0
24.36,43.35,787,1.796,7,72.58,61.76
21.21,78.72,2166,1.629,2,60.0,40.0
14.61,61.73,1843,1.327,3,60.0,40.0
19.95,32.56,1794,1.694,3,60.0,40.0
20.23,68.73,856,1.961,9,66.27,44.75
15.75,57.87,1382,1.42,5,71.64,58.23
27.13,77.0,1945,0.788,2,60.0,40.0
18.43,67.53,1126,0.797,8,61.9,40.0
23.78,30.24,908,1.674,3,60.0,40.0
22.31,41.32,618,1.983,3,64.01,46.39
29.55,44.19,1596,0.736,5,60.0,40.0
14.44,68.62,1070,1.952,8,60.0,40.0
14.29,58.01,1982,0.829,8,60.0,40.0
18.01,71.11,1054,1.06,1,60.0,40.0
20.62,58.21,843,1.853,9,92.3,115.42
17.97,48.01,2137,1.939,9,74.69,66.43
27.26,35.7,2144,1.307,3,60.0,40.0
16.91,41.14,1696,1.92,5,60.0,40.0
13.7,52.04,2085,1.748,4,60.0,40.0
20.28,60.33,859,1.786,5,89.93,102.32
27.47,81.63,1337,1.789,6,60.0,40.0
29.01,43.18,927,1.018,6,60.0,40.0
26.67,66.63,1366,0.449,5,60.0,40.0
23.16,38.39,1866,0.663,5,60.0,40.0
26.48,69.26,1952,0.519,5,60.0,40.0
25.63,30.62,607,0.788,4,60.0,40.0
16.69,66.08,1223,0.488,2,61.65,40.0
23.02,38.98,2191,0.843,4,60.0,40.0
27.41,39.92,1543,1.342,7,60.0,40.0
18.34,60.74,1074,0.626,9,78.23,73.02
25.08,50.65,1222,0.905,8,84.31,83.4
21.63,55.92,1116,0.759,8,90.07,107.33
22.06,46.99,1316,0.552,8,79.78,79.54
13.8,82.44,1311,1.482,5,60.0,40.0
25.32,45.99,1411,1.829,7,77.43,67.74
29.31,59.81,1343,1.546,8,61.62,40.0
14.83,76.99,1426,1.495,3,60.0,40.0
19.32,66.53,645,1.973,2,68.27,49.38
12.97,47.75,687,1.57,3,60.0,40.0
12.59,60.38,1194,0.475,5,60.0,40.0
31.79,34.56,2016,0.749,8,60.0,40.0
21.87,60.01,1865,1.42,5,89.52,98.54
19.11,53.73,776,1.422,9,90.98,102.88
17.5,71.69,1392,1.732,3,60.0,40.0
31.6,76.63,1567,0.654,5,60.0,40.0
17.05,40.98,1370,1.97,9,60.0,40.0
26.51,34.48,1716,1.226,2,60.0,40.0
17.68,51.48,2196,1.873,8,77.83,75.48
13.41,59.38,754,1.247,2,60.0,40.0
25.67,50.72,1425,0.699,9,77.91,79.63
12.03,64.57,1420,0.962,3,60.0,40.0
25.51,57.81,1500,0.754,6,83.62,88.13
17.01,81.51,867,0.823,7,60.0,40.0
26.92,52.52,1621,1.825,4,78.27,72.17
27.4,34.54,671,1.004,5,60.0,40.0
26.48,46.61,1786,0.692,7,67.96,53.89
12.49,63.32,1661,0.983,8,60.0,40.0
26.07,44.08,1129,1.388,1,66.79,48.86
31.8,44.79,2182,0.721,5,60.0,40.0
16.85,48.68,1926,0.482,8,67.01,47.38
17.48,71.04,1463,1.795,6,60.0,40.0
28.27,81.71,2185,0.783,1,60.0,40.0
15.21,49.27,1928,1.898,2,60.0,40.0
25.21,40.75,821,0.475,8,60.0,40.0
27.1,53.14,1546,1.441,4,78.12,74.41
12.74,49.35,1529,1.464,7,60.0,40.0
23.08,84.45,1645,0.65,9,60.0,40.0
23.52,55.51,2105,1.464,1,85.83,95.11
18.07,67.36,1387,1.02,5,61.99,40.0
29.53,80.26,724,1.011,2,60.0,40.0
15.25,64.6,1367,1.804,8,60.0,40.0
19.28,43.72,1860,1.924,5,66.03,51.76
28.97,63.41,1174,0.672,8,60.0,40.0
15.81,52.1,643,1.495,3,72.73,63.72
28.43,53.23,1085,0.648,2,71.46,57.17
13.58,83.86,1691,0.456,8,60.0,40.0
21.78,45.32,738,0.639,6,79.11,76.49
13.51,55.79,1202,1.415,2,60.0,40.0
25.56,38.79,813,1.562,7,60.0,40.0
27.81,39.82,1361,1.211,4,60.0,40.0
29.0,63.19,826,1.923,1,60.0,40.0
31.63,71.31,774,1.623,3,60.0,40.0
25.44,65.01,1716,0.659,7,69.19,52.41
27.38,48.11,853,0.733,2,74.06,66.32
22.12,33.28,848,1.354,4,60.0,40.0
30.25,55.86,1548,0.933,3,60.0,40.0
24.88,57.73,670,0.401,7,83.31,92.49
29.67,72.39,653,0.439,8,60.0,40.0
16.71,65.22,1290,1.053,8,61.84,40.0
21.93,77.92,1184,1.238,7,60.0,40.0
26.6,73.06,1471,1.445,1,60.0,40.0
16.05,50.12,2190,1.621,9,70.24,50.84
16.23,64.77,1296,1.95,2,60.0,40.0
31.56,71.1,1522,1.742,4,60.0,40.0
20.69,82.63,2071,0.97,8,60.0,40.0
15.64,53.23,1373,1.256,3,73.86,55.91
18.63,65.66,1850,0.745,2,68.35,55.31
19.95,51.6,1478,1.95,1,87.57,95.33
24.46,70.58,1620,1.257,4,60.0,40.0
30.46,80.16,2092,0.799,5,60.0,40.0
31.73,80.56,601,1.558,5,60.0,40.0
25.03,38.64,2042,1.181,1,60.0,40.0
26.0,41.23,1396,1.995,2,60.0,40.0
18.44,71.52,1571,0.52,1,60.0,40.0
29.14,64.71,1320,0.937,3,60.0,40.0
16.36,79.78,1017,1.907,6,60.0,40.0
14.13,47.26,706,1.138,1,60.0,40.0
31.47,76.64,2112,0.899,2,60.0,40.0
29.28,67.61,1598,1.368,5,60.0,40.0
18.07,40.75,1998,1.463,6,60.0,40.0
25.5,36.96,1065,0.548,9,60.0,40.0
21.34,68.65,1045,0.815,6,65.48,46.65
18.46,38.72,1137,0.894,9,60.0,40.0
17.74,73.69,970,0.793,7,60.0,40.0
14.72,60.64,1397,1.013,5,62.2,40.0
22.99,56.23,2098,0.936,4,91.08,103.98
20.93,45.15,2002,1.57,2,75.48,67.97
22.24,84.11,1392,1.358,7,60.0,40.0
16.31,69.72,1158,1.087,9,60.0,40.0
30.77,72.79,1579,0.72,4,60.0,40.0
24.77,72.28,1580,1.073,4,60.0,40.0
29.99,62.12,1694,0.689,1,60.0,40.0
14.19,81.68,1457,1.923,6,60.0,40.0
24.46,62.11,643,0.678,3,82.12,93.04
28.99,58.6,722,1.774,1,64.72,40.81
18.62,45.05,2158,1.385,1,68.77,52.11
15.9,45.5,1794,1.697,4,60.0,40.0
17.3,70.53,2117,1.822,5,60.0,40.0
17.46,48.41,1143,1.686,5,74.88,69.47
20.94,70.08,1456,1.343,7,60.0,40.0
18.52,82.4,1115,0.827,5,60.0,40.0
17.43,54.16,2054,1.456,8,83.64,80.48
24.97,35.35,1060,0.408,3,60.0,40.0
13.06,66.66,1710,1.004,3,60.0,40.0
18.81,30.52,880,1.773,5,60.0,40.0
25.8,73.29,768,1.329,1,60.0,40.0
15.52,58.91,849,0.817,7,68.76,53.59
16.42,56.94,1447,1.827,2,74.8,62.28
16.01,61.32,1951,0.424,9,60.95,40.0
12.02,58.4,2199,1.813,9,60.0,40.0
21.48,47.81,1596,1.615,5,84.31,94.19
12.78,45.48,1454,0.634,3,60.0,40.0
17.46,52.84,1859,0.501,4,77.12,75.92
31.9,79.22,702,1.922,4,60.0,40.0
30.37,37.45,1895,0.507,5,60.0,40.0
16.3,47.86,1813,1.958,1,61.86,40.0
18.2,40.58,1447,1.073,2,60.0,40.0
21.27,53.49,637,0.966,8,94.0,111.47
28.89,37.34,924,1.44,1,60.0,40.0
28.05,71.84,1192,1.194,5,60.0,40.0
14.52,35.69,2106,1.024,8,60.0,40.0
14.49,66.59,1622,1.424,1,60.0,40.0
20.33,44.72,1416,0.96,9,74.93,65.42
29.4,55.97,1381,0.455,5,61.37,40.0
29.64,41.0,1848,1.719,4,60.0,40.0
14.15,70.16,1118,1.223,7,60.0,40.0
23.49,82.16,751,1.499,7,60.0,40.0
15.11,42.2,1683,1.32,5,60.0,40.0
25.72,82.42,1126,1.383,1,60.0,40.0
30.33,47.89,1121,0.75,9,60.0,40.0
21.1,60.68,1328,1.895,1,87.34,96.63
13.66,68.59,988,1.116,8,60.0,40.0
23.59,40.96,2075,1.872,4,60.0,40.0
20.17,54.46,1955,1.691,5,88.97,100.68
28.22,33.73,2186,1.552,7,60.0,40.0
18.81,68.34,2143,1.136,9,60.0,40.0
29.5,52.91,1103,0.436,2,61.39,40.0
17.47,79.04,1209,0.904,8,60.0,40.0
15.15,45.07,1717,1.464,6,60.0,40.0
18.13,80.8,625,0.929,4,60.0,40.0
12.7,37.76,2190,0.559,4,60.0,40.0
17.62,63.38,617,1.228,7,74.95,65.72
25.2,46.93,1450,0.647,2,78.39,70.79
14.85,40.0,1670,0.89,5,60.0,40.0
14.23,35.17,2063,1.203,7,60.0,40.0
14.65,66.06,1631,0.586,5,60.0,40.0
13.55,42.82,1555,0.58,5,60.0,40.0
29.49,61.5,1081,0.736,5,60.0,40.0
30.88,83.87,1545,1.347,5,60.0,40.0
12.93,47.38,1800,1.893,8,60.0,40.0
27.2,31.92,1425,0.782,8,60.0,40.0
26.74,37.86,1847,1.552,9,60.0,40.0
31.94,36.56,711,0.703,1,60.0,40.0
18.96,55.48,1137,1.417,3,89.72,99.15
17.71,70.96,2136,0.62,8,60.0,40.0
21.06,46.3,1118,1.753,6,82.24,86.2
29.13,38.02,1595,1.588,4,60.0,40.0
26.57,65.24,1432,1.489,6,69.67,48.36
21.43,46.56,2099,0.423,5,77.59,75.71
16.89,61.63,860,1.738,8,76.84,71.09
26.54,81.36,1079,0.641,6,60.0,40.0
29.09,46.02,1980,1.254,5,60.0,40.0
20.0,58.19,1666,1.643,6,88.9,101.75
25.37,74.37,1469,1.411,2,60.0,40.0
20.0,68.04,1232,1.71,7,66.76,50.76
21.57,71.33,1258,1.534,2,60.0,40.0
22.5,72.49,2096,1.61,1,60.0,40.0
27.51,59.7,1674,0.878,1,76.01,62.93
31.55,59.48,2087,1.007,1,60.0,40.0
20.89,69.54,2155,1.202,1,60.0,40.0
18.85,68.37,1475,1.338,1,60.0,40.0
19.47,66.85,1576,1.507,3,68.72,53.95
14.68,51.02,1650,1.289,9,60.34,40.0
17.94,75.57,1943,1.537,1,60.0,40.0
13.73,42.99,1655,0.641,7,60.0,40.0
20.56,38.57,783,1.031,8,60.0,40.0
15.35,48.98,2108,1.861,8,61.2,40.0
18.93,43.96,1657,0.747,4,68.69,54.17
27.87,66.48,1992,0.63,1,60.0,40.0
16.92,42.71,1280,1.592,4,60.0,40.0
24.24,66.11,1360,0.711,6,71.1,58.87
30.02,58.23,1702,1.132,7,60.0,40.0
23.34,38.38,1842,1.539,2,60.0,40.0
15.88,44.21,726,1.176,3,60.0,40.0
18.9,58.69,1252,1.842,6,87.2,92.64
23.81,70.32,1832,1.805,7,60.0,40.0
22.13,51.9,2188,1.205,3,89.71,97.76
14.97,42.81,619,1.937,8,60.0,40.0
20.94,46.23,1024,0.867,8,81.75,81.79
22.86,35.23,1344,0.774,4,60.0,40.0
17.35,31.38,957,1.472,5,60.0,40.0
24.25,83.52,643,1.316,5,60.0,40.0
13.4,35.3,1463,0.802,7,60.0,40.0
18.73,36.87,1639,0.994,3,60.0,40.0
28.09,77.9,1266,0.773,3,60.0,40.0
17.19,66.49,1192,0.779,4,61.53,40.0
24.1,53.98,2177,0.988,2,87.41,100.35
20.2,65.7,1364,1.879,6,72.99,67.55
18.33,81.42,1877,1.736,9,60.0,40.0
30.32,35.47,1059,1.22,4,60.0,40.0
18.87,43.4,1928,1.164,8,66.86,47.36
16.73,77.32,1918,0.45,5,60.0,40.0
30.19,72.94,1028,1.14,2,60.0,40.0
26.92,84.68,1649,1.398,5,60.0,40.0
25.64,47.26,1691,1.646,5,77.01,69.51
12.99,81.97,1308,0.97,1,60.0,40.0
14.62,48.9,1838,1.871,5,60.0,40.0
24.77,69.33,1091,1.744,2,60.0,40.0
16.19,78.55,1375,0.532,8,60.0,40.0
16.51,39.39,2184,1.845,5,60.0,40.0
27.58,41.31,886,0.757,3,60.0,40.0
17.72,61.95,836,1.877,1,74.25,67.29
13.43,76.41,828,1.409,6,60.0,40.0
12.73,34.34,2197,1.059,7,60.0,40.0
20.86,76.8,856,1.098,4,60.0,40.0
24.34,48.87,904,1.3,9,88.54,96.82
29.38,52.34,1712,1.75,2,60.0,40.0
14.22,48.69,1815,1.739,7,60.0,40.0
15.93,80.13,1443,1.064,5,60.0,40.0
22.6,37.19,2172,1.758,3,60.0,40.0
19.28,61.59,662,1.155,3,86.73,92.47
21.65,38.15,1593,1.068,5,60.0,40.0
30.48,81.07,1570,0.789,1,60.0,40.0
22.9,73.89,1114,1.725,6,60.0,40.0
20.3,42.86,2039,1.392,4,70.04,50.14
31.79,46.38,1485,1.09,7,60.0,40.0
13.3,50.98,994,1.46,5,60.0,40.0
30.64,52.3,741,1.778,9,60.0,40.0
22.03,74.95,771,0.717,1,60.0,40.0
22.08,61.05,2036,1.028,5,85.15,93.81
30.44,53.54,1000,1.008,5,60.0,40.0
22.15,69.57,2051,0.522,3,60.0,40.0
20.77,55.18,792,0.935,7,93.15,109.85
17.45,37.05,2174,1.619,4,60.0,40.0
25.18,35.91,1933,0.805,7,60.0,40.0
23.39,47.93,786,1.697,9,87.34,99.04
16.29,63.16,738,1.928,8,67.92,49.08
26.19,37.42,1885,0.758,6,60.0,40.0
24.88,60.26,725,1.055,7,86.51,91.85
19.95,44.83,1019,0.61,8,73.62,62.76
12.09,68.25,1882,1.507,9,60.0,40.0
20.93,31.55,2052,1.172,7,60.0,40.0
12.12,55.8,1828,1.342,9,60.0,40.0
13.5,32.87,2024,1.646,9,60.0,40.0
20.61,48.18,1496,1.642,2,82.5,83.92
13.64,30.86,1847,1.226,5,60.0,40.0
17.51,55.8,1151,1.812,4,83.99,86.81
25.11,72.19,1856,1.891,9,60.0,40.0
18.17,35.51,1688,1.409,7,60.0,40.0
31.95,70.44,1520,0.461,8,60.0,40.0
30.33,62.13,2188,1.642,4,60.0,40.0
23.71,57.75,1352,1.827,8,92.49,106.13
31.34,62.97,1591,1.291,1,60.0,40.0
29.36,48.47,1416,1.521,9,60.0,40.0
18.38,69.07,1017,0.97,3,60.0,40.0
26.99,72.88,1129,1.203,5,60.0,40.0
14.74,72.8,2166,1.677,7,60.0,40.0
25.69,44.82,1227,1.802,7,71.36,59.31
21.82,65.96,1687,0.584,2,75.03,65.42
12.34,38.15,1507,0.427,5,60.0,40.0
17.48,57.25,2024,0.998,5,79.01,78.94
31.11,30.14,1812,1.025,7,60.0,40.0
18.32,40.65,729,1.637,3,60.0,40.0
15.63,64.75,1169,0.414,7,60.0,40.0
15.75,78.09,1739,1.622,6,60.0,40.0
21.58,32.7,858,1.258,7,60.0,40.0
28.85,60.72,1406,1.517,8,62.6,41.49
27.16,65.02,1108,1.215,4,64.9,47.62
20.74,81.28,704,1.665,4,60.0,40.0
16.17,66.03,2195,1.099,8,60.0,40.0
12.92,35.67,2087,0.953,8,60.0,40.0
21.25,38.07,1796,1.418,8,60.0,40.0
28.3,64.97,922,1.111,5,60.0,40.0
26.59,41.86,2182,0.885,6,60.0,40.0
20.17,81.06,1609,1.862,1,60.0,40.0
23.89,80.64,2146,1.557,5,60.0,40.0
20.72,82.18,668,0.715,3,60.0,40.0
23.58,46.11,878,1.584,8,81.94,86.97
22.35,69.43,1684,0.804,2,62.05,40.0
25.62,66.47,2051,1.09,8,64.25,45.53
22.15,31.96,881,0.748,8,60.0,40.0
30.81,44.61,1107,0.581,5,60.0,40.0
20.56,41.37,1541,1.039,7,63.61,40.0
12.32,50.39,2199,1.288,6,60.0,40.0
16.73,82.42,1879,0.883,7,60.0,40.0
22.01,76.51,2078,0.52,7,60.0,40.0
22.81,46.14,1680,0.799,3,80.04,83.92
23.05,59.15,2004,0.793,7,85.37,96.07
26.29,40.57,1411,1.345,9,60.0,40.0
17.49,45.26,799,0.851,3,71.88,59.03
25.3,33.58,1735,1.254,3,60.0,40.0
26.08,65.34,1562,1.153,3,68.31,51.64
20.23,66.13,1377,0.826,9,71.52,56.18
20.04,76.12,1040,1.586,8,60.0,40.0
15.58,77.94,1855,1.468,4,60.0,40.0
20.28,38.8,1913,1.488,9,60.0,40.0
27.74,70.87,1183,1.094,7,60.0,40.0
30.18,37.41,2084,0.907,4,60.0,40.0
23.87,50.55,1192,1.345,8,91.5,101.94
17.99,58.35,772,1.935,9,84.98,91.31
25.65,32.72,866,1.094,8,60.0,40.0
26.8,38.62,1391,1.464,5,60.0,40.0
18.64,44.91,728,1.108,2,73.41,67.44
28.53,37.01,1749,1.892,2,60.0,40.0
13.47,81.38,1872,0.824,8,60.0,40.0
12.22,45.86,1479,1.133,7,60.0,40.0
14.46,57.56,2029,1.19,7,60.0,40.0
15.12,84.81,2127,1.566,1,60.0,40.0
29.58,61.17,1316,1.554,9,60.0,40.0
20.5,52.63,743,1.583,2,94.7,108.74
17.5,81.14,970,1.573,6,60.0,40.0
20.58,42.24,1652,1.152,9,68.06,44.77
19.9,39.87,1249,0.649,3,60.0,40.0
18.03,59.45,1696,1.793,5,80.37,79.74
14.76,53.5,1667,0.92,8,61.04,40.0
25.12,73.83,1569,0.577,3,60.0,40.0
14.73,32.31,853,0.606,1,60.0,40.0
27.51,63.97,1057,1.192,5,67.09,51.53
16.03,69.09,1205,1.081,8,60.0,40.0
26.63,83.46,1919,1.462,6,60.0,40.0
28.11,38.02,1692,1.379,4,60.0,40.0
14.51,43.54,1632,0.572,6,60.0,40.0
13.73,81.28,1675,0.875,1,60.0,40.0
30.99,64.68,1405,1.834,4,60.0,40.0
21.26,32.09,663,1.627,8,60.0,40.0
24.6,34.25,922,1.793,4,60.0,40.0
12.47,73.2,824,0.435,9,60.0,40.0
17.57,61.21,702,1.859,5,76.84,77.6
22.11,61.1,1111,1.778,9,89.92,103.33
29.72,78.39,1860,1.124,6,60.0,40.0
17.43,43.26,784,1.478,4,63.38,44.67
27.5,38.82,778,0.835,9,60.0,40.0
25.24,63.76,799,1.454,3,75.73,74.67
14.31,78.53,1032,1.678,4,60.0,40.0
17.87,44.59,924,1.174,7,71.31,55.8
16.76,67.47,622,0.445,8,60.0,40.0
20.85,38.38,1042,1.066,2,60.0,40.0
24.71,39.45,2194,1.56,9,60.0,40.0
20.67,79.58,1138,1.526,4,60.0,40.0
16.89,36.49,938,1.178,4,60.0,40.0
25.92,31.34,1393,1.977,2,60.0,40.0
23.69,72.62,967,0.587,1,60.0,40.0
22.39,49.94,1495,0.653,6,86.75,94.71
23.09,51.82,1241,0.813,6,91.2,105.83
16.44,73.99,2035,1.686,1,60.0,40.0
25.61,39.9,2085,1.621,9,60.0,40.0
19.75,65.77,1741,1.636,5,72.64,59.15
19.27,47.24,945,1.807,1,78.82,82.11
14.99,35.73,1358,1.109,8,60.0,40.0
23.94,67.81,1089,0.91,2,71.1,55.05
24.05,47.53,1877,1.361,7,84.35,83.51
18.81,77.66,647,1.056,7,60.0,40.0
29.2,80.55,1660,1.238,8,60.0,40.0
28.91,76.7,1117,0.624,8,60.0,40.0
14.18,47.73,1370,1.034,9,60.0,40.0
25.9,43.01,1117,1.156,1,64.9,41.69
19.88,79.1,1184,0.54,4,60.0,40.0
31.99,54.91,1679,1.991,4,60.0,40.0
16.5,68.93,1553,0.46,4,60.0,40.0
17.61,75.49,991,1.871,3,60.0,40.0
20.84,45.27,670,0.528,3,79.52,76.43
17.37,36.55,1970,1.775,9,60.0,40.0
25.84,64.37,1388,1.277,9,73.6,58.64
21.62,62.46,1590,0.714,7,81.97,84.93
16.42,44.86,1382,0.77,5,60.0,40.0
22.13,62.16,1590,0.963,5,86.58,86.22
29.78,73.47,1603,1.67,7,60.0,40.0
27.85,49.25,624,0.635,8,68.5,53.9
21.98,43.33,1453,0.788,4,71.93,61.64
17.77,69.88,1403,1.508,5,60.0,40.0
15.6,73.22,753,1.382,9,60.0,40.0
29.57,82.49,1793,1.073,9,60.0,40.0
26.2,38.12,977,0.497,3,60.0,40.0
23.44,78.91,687,1.294,3,60.0,40.0
29.59,72.08,1885,0.767,2,60.0,40.0
14.43,68.6,1984,1.379,1,60.0,40.0
25.65,47.22,985,0.839,7,78.13,73.24
16.33,31.22,1700,1.969,4,60.0,40.0
14.41,57.92,608,1.345,1,60.35,40.0
21.31,45.72,1754,1.314,2,78.53,80.65
19.75,45.94,1344,1.739,5,80.15,69.14
30.82,80.99,1868,1.989,8,60.0,40.0
18.48,38.41,1229,1.647,6,60.0,40.0
28.3,81.38,1162,1.35,5,60.0,40.0
26.98,57.71,1945,1.782,2,74.99,69.0
25.36,76.11,662,0.69,3,60.0,40.0
30.41,45.6,899,1.623,8,60.0,40.0
20.16,64.87,1259,1.488,7,78.64,79.76
19.79,60.61,1554,1.301,8,83.82,90.0
15.22,80.83,608,1.787,5,60.0,40.0
17.52,39.86,1520,1.535,3,60.0,40.0
29.6,41.25,1206,1.547,5,60.0,40.0
21.49,82.19,1608,1.856,9,60.0,40.0
18.83,35.39,2051,1.519,2,60.0,40.0
16.32,64.91,1305,0.809,8,60.24,40.0
21.7,33.33,1487,0.694,9,60.0,40.0
26.33,34.23,1340,1.221,8,60.0,40.0
17.73,62.84,790,0.776,6,76.42,64.19
27.15,60.33,1869,1.519,4,73.97,59.48
24.6,61.52,2016,1.748,8,79.97,82.39
27.75,56.05,1898,0.867,2,73.47,65.59
17.02,70.83,2116,1.862,7,60.0,40.0
24.62,84.57,1349,1.595,4,60.0,40.0
15.07,45.17,1644,1.981,5,60.0,40.0
19.28,47.79,869,0.718,5,81.63,87.4
26.49,47.77,2163,1.138,1,71.83,61.96
24.63,71.98,1529,1.424,9,60.0,40.0
15.76,49.14,1019,1.621,7,72.02,56.57
29.17,67.22,1889,1.859,6,60.0,40.0
13.07,54.52,1538,1.826,1,60.0,40.0
23.9,63.43,2119,0.778,8,76.29,68.18
31.68,75.6,1832,1.076,9,60.0,40.0
22.63,58.27,2004,1.549,8,90.01,106.29
28.01,56.13,1475,0.612,3,70.99,59.93
23.9,44.68,1428,1.935,2,73.9,61.12
27.66,58.37,1812,1.595,4,72.6,67.63
25.11,44.43,768,1.726,1,71.54,55.89
25.82,76.4,686,1.852,5,60.0,40.0
16.56,51.39,2174,0.685,5,71.27,56.29
26.84,37.1,2066,1.075,5,60.0,40.0
16.76,43.2,2129,1.443,9,60.0,40.0
31.61,59.4,700,1.716,6,60.0,40.0
16.56,80.4,1031,1.581,4,60.0,40.0
16.73,46.53,2042,0.594,8,60.5,40.0
29.17,44.54,743,1.433,4,60.0,40.0
16.86,52.36,1322,0.87,7,75.54,70.11
19.22,83.23,1146,1.05,9,60.0,40.0
26.29,76.49,2008,1.991,9,60.0,40.0
15.17,38.23,1429,0.651,5,60.0,40.0
15.18,63.76,1065,0.567,5,60.0,40.0
21.73,73.55,1439,1.055,4,60.0,40.0
16.87,72.24,780,1.783,5,60.0,40.0
16.71,56.89,1770,0.66,9,73.33,62.29
12.18,70.25,1589,0.528,8,60.0,40.0
19.41,62.1,1561,1.07,6,82.03,82.96
18.37,41.08,1301,1.412,3,60.0,40.0
12.62,33.08,1071,0.648,4,60.0,40.0
24.42,50.32,705,1.687,3,86.48,99.08
24.53,33.41,2115,1.753,2,60.0,40.0
13.42,51.73,1266,1.236,1,60.0,40.0
18.34,75.59,1393,0.449,7,60.0,40.0
29.46,76.44,1201,1.226,7,60.0,40.0
23.64,31.87,2181,0.743,2,60.0,40.0
20.24,33.82,1874,1.114,7,60.0,40.0
21.3,66.84,753,1.616,2,70.86,59.33
16.17,57.5,1573,0.487,3,72.65,59.26
28.24,38.21,1375,0.4,3,60.0,40.0
30.28,74.3,1869,0.614,2,60.0,40.0
30.21,41.91,2196,0.473,7,60.0,40.0
16.48,34.3,1791,0.817,1,60.0,40.0
18.21,71.22,1984,1.047,4,60.0,40.0
15.21,63.45,1404,1.648,5,60.0,40.0
18.14,51.69,1198,0.449,6,81.53,81.97
18.66,68.1,1629,0.962,2,61.19,40.0
24.66,80.13,1799,1.887,5,60.0,40.0
15.79,31.88,964,1.322,8,60.0,40.0
30.39,64.52,1405,1.723,4,60.0,40.0
14.06,42.0,782,1.174,9,60.0,40.0
12.14,56.08,946,0.556,4,60.0,40.0
29.1,53.32,2011,0.699,7,62.17,40.0
26.08,51.45,832,1.613,2,84.7,85.43
19.11,40.47,1898,1.783,8,60.0,40.0
23.91,74.15,1196,1.148,5,60.0,40.0
16.47,50.87,1662,1.188,9,72.99,62.54
15.37,78.8,2057,1.12,7,60.0,40.0
21.42,49.51,1849,0.429,7,84.32,86.51
19.06,76.18,1922,0.553,2,60.0,40.0
24.3,59.95,1018,1.987,6,89.28,95.45
16.36,51.21,1179,0.467,7,68.86,56.38
25.26,68.72,1772,0.958,8,60.0,40.0
27.34,73.27,1844,1.505,4,60.0,40.0
15.33,56.55,1864,1.08,6,68.5,50.58
